province,scenario,percentile,period,rx1day,source_file
Shaanxi Sheng,ssp245,p90,2080-2099,51.17,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Shandong Sheng,ssp245,p90,2080-2099,64.65,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Shanghai Shi,ssp245,p90,2080-2099,75.53,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Shanxi Sheng,ssp245,p90,2080-2099,45.76,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Sichuan Sheng,ssp245,p90,2080-2099,40.05,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Taiwan Sheng,ssp245,p90,2080-2099,260.15,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Tianjin Shi,ssp245,p90,2080-2099,60.09,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p90,2080-2099,14.49,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Xizang Zizhiqu,ssp245,p90,2080-2099,32.57,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Yunnan Sheng,ssp245,p90,2080-2099,53.04,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Zhejiang Sheng,ssp245,p90,2080-2099,87.2,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Anhui Sheng,ssp370,median,2020-2039,52.8,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Beijing Shi,ssp370,median,2020-2039,36.64,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Chongqing Shi,ssp370,median,2020-2039,43.27,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Fujian Sheng,ssp370,median,2020-2039,63.06,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Gansu Sheng,ssp370,median,2020-2039,16.67,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Guangdong Sheng,ssp370,median,2020-2039,66.66,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,median,2020-2039,57.1,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Guizhou Sheng,ssp370,median,2020-2039,38.15,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Hainan Sheng,ssp370,median,2020-2039,71.35,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Hebei Sheng,ssp370,median,2020-2039,34.4,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Heilongjiang Sheng,ssp370,median,2020-2039,27.86,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Henan Sheng,ssp370,median,2020-2039,45.44,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
"Hong Kong, SAR",ssp370,median,2020-2039,63.69,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Hubei Sheng,ssp370,median,2020-2039,50.3,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Hunan Sheng,ssp370,median,2020-2039,51.74,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Jiangsu Sheng,ssp370,median,2020-2039,51.48,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Jiangxi Sheng,ssp370,median,2020-2039,58.65,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Jilin Sheng,ssp370,median,2020-2039,33.57,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Liaoning Sheng,ssp370,median,2020-2039,41.78,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
"Macau, SAR",ssp370,median,2020-2039,66.34,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp370,median,2020-2039,20.23,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp370,median,2020-2039,23.15,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Qinghai Sheng,ssp370,median,2020-2039,10.22,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Shaanxi Sheng,ssp370,median,2020-2039,35.2,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Shandong Sheng,ssp370,median,2020-2039,45.18,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Shanghai Shi,ssp370,median,2020-2039,53.29,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Shanxi Sheng,ssp370,median,2020-2039,31.96,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Sichuan Sheng,ssp370,median,2020-2039,27.22,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Taiwan Sheng,ssp370,median,2020-2039,143.04,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Tianjin Shi,ssp370,median,2020-2039,38.26,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp370,median,2020-2039,9.46,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Xizang Zizhiqu,ssp370,median,2020-2039,12.24,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Yunnan Sheng,ssp370,median,2020-2039,35.22,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Zhejiang Sheng,ssp370,median,2020-2039,61.67,rx1day_CHNprov_ssp370_median_2020-2039.xlsx
Anhui Sheng,ssp370,median,2040-2059,55.01,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Beijing Shi,ssp370,median,2040-2059,38.61,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Chongqing Shi,ssp370,median,2040-2059,45.24,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Fujian Sheng,ssp370,median,2040-2059,65.06,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Gansu Sheng,ssp370,median,2040-2059,17.26,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Guangdong Sheng,ssp370,median,2040-2059,68.07,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,median,2040-2059,59.9,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Guizhou Sheng,ssp370,median,2040-2059,40.74,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Hainan Sheng,ssp370,median,2040-2059,72.7,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Hebei Sheng,ssp370,median,2040-2059,36.13,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Heilongjiang Sheng,ssp370,median,2040-2059,28.73,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Henan Sheng,ssp370,median,2040-2059,47.2,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
"Hong Kong, SAR",ssp370,median,2040-2059,65.14,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Hubei Sheng,ssp370,median,2040-2059,52.63,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Hunan Sheng,ssp370,median,2040-2059,54.53,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Jiangsu Sheng,ssp370,median,2040-2059,53.33,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Jiangxi Sheng,ssp370,median,2040-2059,60.29,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Jilin Sheng,ssp370,median,2040-2059,35.16,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Liaoning Sheng,ssp370,median,2040-2059,43.42,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
"Macau, SAR",ssp370,median,2040-2059,67.19,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp370,median,2040-2059,20.94,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp370,median,2040-2059,23.99,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Qinghai Sheng,ssp370,median,2040-2059,10.72,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Shaanxi Sheng,ssp370,median,2040-2059,36.64,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Shandong Sheng,ssp370,median,2040-2059,46.51,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Shanghai Shi,ssp370,median,2040-2059,54.52,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Shanxi Sheng,ssp370,median,2040-2059,33.85,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Sichuan Sheng,ssp370,median,2040-2059,28.26,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Taiwan Sheng,ssp370,median,2040-2059,147.98,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Tianjin Shi,ssp370,median,2040-2059,40.62,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp370,median,2040-2059,9.79,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Xizang Zizhiqu,ssp370,median,2040-2059,12.75,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Yunnan Sheng,ssp370,median,2040-2059,36.65,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Zhejiang Sheng,ssp370,median,2040-2059,62.53,rx1day_CHNprov_ssp370_median_2040-2059.xlsx
Anhui Sheng,ssp370,median,2060-2079,57.74,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Beijing Shi,ssp370,median,2060-2079,40.91,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Chongqing Shi,ssp370,median,2060-2079,46.99,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Fujian Sheng,ssp370,median,2060-2079,67.37,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Gansu Sheng,ssp370,median,2060-2079,18.24,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Guangdong Sheng,ssp370,median,2060-2079,70.24,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,median,2060-2079,62.17,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Guizhou Sheng,ssp370,median,2060-2079,42.81,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Hainan Sheng,ssp370,median,2060-2079,71.92,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Hebei Sheng,ssp370,median,2060-2079,38.34,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Heilongjiang Sheng,ssp370,median,2060-2079,30.35,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Henan Sheng,ssp370,median,2060-2079,48.95,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
"Hong Kong, SAR",ssp370,median,2060-2079,70.65,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Hubei Sheng,ssp370,median,2060-2079,54.51,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Hunan Sheng,ssp370,median,2060-2079,56.38,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Jiangsu Sheng,ssp370,median,2060-2079,55.15,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Jiangxi Sheng,ssp370,median,2060-2079,63.14,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Jilin Sheng,ssp370,median,2060-2079,37.0,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Liaoning Sheng,ssp370,median,2060-2079,45.77,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
"Macau, SAR",ssp370,median,2060-2079,71.32,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp370,median,2060-2079,22.26,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp370,median,2060-2079,25.61,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Qinghai Sheng,ssp370,median,2060-2079,11.32,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Shaanxi Sheng,ssp370,median,2060-2079,38.19,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Shandong Sheng,ssp370,median,2060-2079,48.67,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Shanghai Shi,ssp370,median,2060-2079,58.92,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Shanxi Sheng,ssp370,median,2060-2079,35.29,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Sichuan Sheng,ssp370,median,2060-2079,29.48,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Taiwan Sheng,ssp370,median,2060-2079,152.41,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Tianjin Shi,ssp370,median,2060-2079,43.53,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp370,median,2060-2079,10.15,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Xizang Zizhiqu,ssp370,median,2060-2079,13.58,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Yunnan Sheng,ssp370,median,2060-2079,38.02,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Zhejiang Sheng,ssp370,median,2060-2079,65.44,rx1day_CHNprov_ssp370_median_2060-2079.xlsx
Anhui Sheng,ssp370,median,2080-2099,58.85,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Beijing Shi,ssp370,median,2080-2099,43.8,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Chongqing Shi,ssp370,median,2080-2099,48.62,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Fujian Sheng,ssp370,median,2080-2099,69.12,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Gansu Sheng,ssp370,median,2080-2099,19.17,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Guangdong Sheng,ssp370,median,2080-2099,71.99,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,median,2080-2099,63.58,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Guizhou Sheng,ssp370,median,2080-2099,43.99,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Hainan Sheng,ssp370,median,2080-2099,76.55,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Hebei Sheng,ssp370,median,2080-2099,40.92,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Heilongjiang Sheng,ssp370,median,2080-2099,31.57,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Henan Sheng,ssp370,median,2080-2099,50.38,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
"Hong Kong, SAR",ssp370,median,2080-2099,69.7,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Hubei Sheng,ssp370,median,2080-2099,56.77,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Hunan Sheng,ssp370,median,2080-2099,58.56,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Jiangsu Sheng,ssp370,median,2080-2099,56.69,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Jiangxi Sheng,ssp370,median,2080-2099,65.34,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Jilin Sheng,ssp370,median,2080-2099,39.02,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Liaoning Sheng,ssp370,median,2080-2099,48.94,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
"Macau, SAR",ssp370,median,2080-2099,71.55,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp370,median,2080-2099,23.51,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp370,median,2080-2099,26.6,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Qinghai Sheng,ssp370,median,2080-2099,12.01,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Shaanxi Sheng,ssp370,median,2080-2099,40.24,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Shandong Sheng,ssp370,median,2080-2099,50.69,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Shanghai Shi,ssp370,median,2080-2099,57.09,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Shanxi Sheng,ssp370,median,2080-2099,36.99,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Sichuan Sheng,ssp370,median,2080-2099,31.01,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Taiwan Sheng,ssp370,median,2080-2099,165.45,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Tianjin Shi,ssp370,median,2080-2099,46.43,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp370,median,2080-2099,10.64,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Xizang Zizhiqu,ssp370,median,2080-2099,14.44,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Yunnan Sheng,ssp370,median,2080-2099,40.36,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Zhejiang Sheng,ssp370,median,2080-2099,66.03,rx1day_CHNprov_ssp370_median_2080-2099.xlsx
Anhui Sheng,ssp370,p10,2020-2039,37.7,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Beijing Shi,ssp370,p10,2020-2039,23.41,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Chongqing Shi,ssp370,p10,2020-2039,30.45,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Fujian Sheng,ssp370,p10,2020-2039,43.36,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Gansu Sheng,ssp370,p10,2020-2039,11.41,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Guangdong Sheng,ssp370,p10,2020-2039,44.6,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p10,2020-2039,38.33,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Guizhou Sheng,ssp370,p10,2020-2039,27.42,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Hainan Sheng,ssp370,p10,2020-2039,43.68,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Hebei Sheng,ssp370,p10,2020-2039,22.81,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Heilongjiang Sheng,ssp370,p10,2020-2039,19.65,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Henan Sheng,ssp370,p10,2020-2039,31.29,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
"Hong Kong, SAR",ssp370,p10,2020-2039,44.26,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Hubei Sheng,ssp370,p10,2020-2039,35.12,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Hunan Sheng,ssp370,p10,2020-2039,37.03,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Jiangsu Sheng,ssp370,p10,2020-2039,36.65,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Jiangxi Sheng,ssp370,p10,2020-2039,41.75,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Jilin Sheng,ssp370,p10,2020-2039,23.62,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Liaoning Sheng,ssp370,p10,2020-2039,28.55,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
"Macau, SAR",ssp370,p10,2020-2039,44.41,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp370,p10,2020-2039,13.69,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp370,p10,2020-2039,15.66,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Qinghai Sheng,ssp370,p10,2020-2039,7.51,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Shaanxi Sheng,ssp370,p10,2020-2039,25.25,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Shandong Sheng,ssp370,p10,2020-2039,30.42,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Shanghai Shi,ssp370,p10,2020-2039,37.67,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Shanxi Sheng,ssp370,p10,2020-2039,22.51,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Sichuan Sheng,ssp370,p10,2020-2039,19.25,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Taiwan Sheng,ssp370,p10,2020-2039,88.3,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Tianjin Shi,ssp370,p10,2020-2039,24.96,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p10,2020-2039,6.08,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Xizang Zizhiqu,ssp370,p10,2020-2039,8.36,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Yunnan Sheng,ssp370,p10,2020-2039,24.06,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Zhejiang Sheng,ssp370,p10,2020-2039,43.34,rx1day_CHNprov_ssp370_p10_2020-2039.xlsx
Anhui Sheng,ssp370,p10,2040-2059,38.81,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Beijing Shi,ssp370,p10,2040-2059,25.34,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Chongqing Shi,ssp370,p10,2040-2059,32.09,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Fujian Sheng,ssp370,p10,2040-2059,43.31,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Gansu Sheng,ssp370,p10,2040-2059,11.91,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Guangdong Sheng,ssp370,p10,2040-2059,44.08,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p10,2040-2059,38.92,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Guizhou Sheng,ssp370,p10,2040-2059,28.15,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Hainan Sheng,ssp370,p10,2040-2059,43.13,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Hebei Sheng,ssp370,p10,2040-2059,24.04,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Heilongjiang Sheng,ssp370,p10,2040-2059,20.11,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Henan Sheng,ssp370,p10,2040-2059,31.99,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
"Hong Kong, SAR",ssp370,p10,2040-2059,43.1,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Hubei Sheng,ssp370,p10,2040-2059,36.98,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Hunan Sheng,ssp370,p10,2040-2059,38.17,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Jiangsu Sheng,ssp370,p10,2040-2059,37.58,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Jiangxi Sheng,ssp370,p10,2040-2059,42.17,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Jilin Sheng,ssp370,p10,2040-2059,24.18,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Liaoning Sheng,ssp370,p10,2040-2059,29.41,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
"Macau, SAR",ssp370,p10,2040-2059,42.46,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp370,p10,2040-2059,14.01,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp370,p10,2040-2059,16.1,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Qinghai Sheng,ssp370,p10,2040-2059,7.83,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Shaanxi Sheng,ssp370,p10,2040-2059,26.26,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Shandong Sheng,ssp370,p10,2040-2059,31.56,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Shanghai Shi,ssp370,p10,2040-2059,38.6,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Shanxi Sheng,ssp370,p10,2040-2059,23.68,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Sichuan Sheng,ssp370,p10,2040-2059,19.97,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Taiwan Sheng,ssp370,p10,2040-2059,84.4,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Tianjin Shi,ssp370,p10,2040-2059,26.8,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p10,2040-2059,6.26,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Xizang Zizhiqu,ssp370,p10,2040-2059,8.62,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Yunnan Sheng,ssp370,p10,2040-2059,25.22,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Zhejiang Sheng,ssp370,p10,2040-2059,43.16,rx1day_CHNprov_ssp370_p10_2040-2059.xlsx
Anhui Sheng,ssp370,p10,2060-2079,39.69,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Beijing Shi,ssp370,p10,2060-2079,26.27,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Chongqing Shi,ssp370,p10,2060-2079,32.43,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Fujian Sheng,ssp370,p10,2060-2079,45.1,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Gansu Sheng,ssp370,p10,2060-2079,12.33,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Guangdong Sheng,ssp370,p10,2060-2079,45.16,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p10,2060-2079,39.4,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Guizhou Sheng,ssp370,p10,2060-2079,29.34,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Hainan Sheng,ssp370,p10,2060-2079,41.11,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Hebei Sheng,ssp370,p10,2060-2079,25.53,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Heilongjiang Sheng,ssp370,p10,2060-2079,21.31,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Henan Sheng,ssp370,p10,2060-2079,33.81,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
"Hong Kong, SAR",ssp370,p10,2060-2079,42.83,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Hubei Sheng,ssp370,p10,2060-2079,38.33,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Hunan Sheng,ssp370,p10,2060-2079,38.34,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Jiangsu Sheng,ssp370,p10,2060-2079,38.81,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Jiangxi Sheng,ssp370,p10,2060-2079,43.42,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Jilin Sheng,ssp370,p10,2060-2079,25.58,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Liaoning Sheng,ssp370,p10,2060-2079,31.11,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
"Macau, SAR",ssp370,p10,2060-2079,42.68,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp370,p10,2060-2079,15.0,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp370,p10,2060-2079,16.64,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Qinghai Sheng,ssp370,p10,2060-2079,8.18,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Shaanxi Sheng,ssp370,p10,2060-2079,26.94,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Shandong Sheng,ssp370,p10,2060-2079,32.96,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Shanghai Shi,ssp370,p10,2060-2079,40.93,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Shanxi Sheng,ssp370,p10,2060-2079,24.44,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
